school,degree,status,description,logo
University of Cebu,Bachelor of Science in Information Technology,First Year Student,"Currently learning the fundamentals of IT, programming, and web development. Eager to apply classroom knowledge to real-world projects.",/uc-logo-bg-160x83.c24343b851e5b064daf9.png
